title,brand,description,price,categories,images,manufacturer,package_dimensions,country_of_origin,material,color,uniq_id
"ODK Small Computer Desk, 27.5 inch Desk for Small Spaces with Storage, Compact Table with Monitor & Storage Shelves for Home Office, Modern Style Laptop Desk, Pure White",ODK Store,,$79.99,"['Home & Kitchen', 'Furniture', 'Home Office Furniture', 'Home Office Desks']","['https://m.media-amazon.com/images/I/41meqsf8aqL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41jFZkwCTCL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41aFId1pteL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51nTtU7wZeL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41myoDwNmmL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41XpGmDRKNL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/91uaTOmWfjL.SS125_SS522_.jpg']",,"18.9""D x 27.5""W x 32""H",,Engineered Wood,Pure White,ccdec6b3-51f9-5f6b-951e-2ac9633392b4
GOmaize Cute Wall Mirror with 4 Layers of Colored Petals 14 inchs Wall Hanging Flower-Shaped Mirror Boho Home Decor for Apartment Living Room，Bedroom&Bathroom Ideas （Blue）,GOmaize,"Gomaize wall mirror with flower-shaped decorative mirrors. The back has been equipped with a hook, which can be directly hung at the selected position. Flower-shaped mirrors can be arranged and combined freely. You can even buy multiple sets, so you can arrange and combine more freely. Add a chic, fashionable and minimalist interior appearance to the indoor space, which can be displayed in every room of your lovely home. The unique design provides a charming and mysterious atmosphere, integrating fashion and home decoration. Suitable for hanging on the wall. Put it in your living room, bedroom, bathroom, baby room and any other place where you want to have a strong view。",$22.99,"['Home & Kitchen', 'Home Décor Products', 'Mirrors', 'Wall-Mounted Mirrors']","['https://m.media-amazon.com/images/I/417WwDOB5XL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41ycMJTbgKL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41YqjVEP+hL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41djLqUYNLL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51lJjARoUAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/410ox7dIzwL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51CLyfB3IlL._SS522_.jpg']",,"14""L x 14""W",,Plastic,Blue,f94f084a-a222-5c00-98c2-c332a0a31be2
"huester What are You Doing in My Swamp Door Mat 17""x30"" Decorative Home Farmhouse Indoor Outdoor Front Porch Door Mat,Funny Welcome Door Mat Decor,Housewarming Gifts",huester,"●ENTRANE WELCOME MAT:17X30 inches.Stylish design makes the mat looks great in any house. Suitable for exterior patio entry way, porch door, garage, garden, laundry room,toilet,living room,office entryway or indoor bedroom or kitchen doors. ●NON-SLIP RUBBER BASE:Our mats are made from linen and Non-toxic eco-friendly recycled rubber.They are great all year long, perfect for rainy, muddy and snowy days. ●SCRAP DIRT & EASY TO CLEAN:It can scrap off dirt, dust, grit, mud, grass or snow and absorb moisture from shoe. Simply vacuum the doormat with a hand-held vacuum, sweep with a broom, or shake off the doormat outside or over your garbage bin. For a deeper clean, the doormat is machine washable and can be placed in the dryer. We recommend to rinse using cold water and tumble dry on low ●GREAT GIFT: It is a ideal gift for families friends and neighbors,charming gifts for our Home. ●WARM TIPS: In order to prevent the product from creases during transportation, We use curl packaging. Our aim is to provide customers with a 100% satisfactory shopping experience.",$12.99,"['Patio, Lawn & Garden', 'Outdoor Décor', 'Doormats']","['https://m.media-amazon.com/images/I/51L59TyllJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/612sL9RIyKL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61WQhmtwHnL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61s3K58CDfL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51LfqbF-G2L._SS522_.jpg']",huester,"30""L x 17""W",China,Rubber,,898f9288-4d9e-5c1c-9d3a-82ee0335c9ae
"Bedstory 3 Inch Queen Size Memory Foam Mattress Topper, Extra Firm Pain-Relief Bed Topper High Density, Enhanced Cooling Pad Gel Infused, Non-Slip Removable Skin-Friendly Cover, CertiPUR-US Certified",BedStory Store,,$59.99,"['Home & Kitchen', 'Bedding', 'Mattress Pads & Toppers', 'Mattress Toppers']","['https://m.media-amazon.com/images/I/516PONoRDrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41cEw2HBQRL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51wJIGNFulL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/511RB-PGGJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51GFcbwSd2L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/419LZbnDoXL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/A15+8c0n6DL.SS125_SS522_.jpg']",BedStory Direct US,80 x 60 x 3 inches,,Memory Foam,White,48dbde9c-5868-58a6-b2c9-cb5f0b075fe2
Toland Home Garden 800252 Birthday Bash Party Door Mat 18x30 Inch Balloon Outdoor Doormat for Entryway Indoor Entrance,Toland Home Garden Store,"At Toland Home Garden, we believe in making mats that are bright and vibrant for all times of the year. We create our designer mats to be an enchantment to every season, an announcement for every holiday, and a declaration of your personal style year-round. Our Standard Mats and printed and pressed in the USA using creative, original artworks licensed exclusively for Toland. There are many great uses for our Standard Mats. Create an inviting entry way to welcome all your guests; use a variety of our seasonal designs to toast the holidays in every room of your house; place as a creative accent rug in any foyer. Your pets may even claim the mats as their new favorite spot to guard your house!  With hundreds of designs we have many beautiful mats to choose from so buy one as a treat for yourself or a couple as gifts for loved ones!",,"['Patio, Lawn & Garden', 'Outdoor Décor', 'Doormats']",['https://m.media-amazon.com/images/I/51rfyHppFmS._SS522_.jpg'],Toland Home Garden,"30""L x 18""W",USA,Rubber,Balloon Outdoor Doormat for Entryway Indoor Entrance,15abc66c-664d-581b-8a7f-283a7bc1e634
"Asense Small Footstool Ottoman Set of 2, Faux Leather Upholstered Rectangular Footrest with Plastic Legs, Celadon",Asense Store,,$49.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Ottomans']","['https://m.media-amazon.com/images/I/31mK9NtBNHL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41GMeMR7RuL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31E0vOVUGXL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41k6dghOnrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31Wf7UisXJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31DfQGAVd1L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41X+Zqm8u5L.SS125_SS522_.jpg']",Asense,"9.8""D x 13.8""W x 9.1""H",China,,2 Pack Faux Leather Celadon,035b473a-3a71-5928-9718-4f2c8e8b6df6
"PINGEUI 2 Packs 13 Inches Bamboo Step Stool, Non-Slip Bamboo Small Seat Stool, Durable Bamboo Footrest Bench with Storage Shelf for Bathroom, Bedroom, Kitchen",PINGEUI Store,"ABOUT US PINGEUI is committed to providing practical and affordable bamboo step stools. We are energetic to welcome every customer and enthusiastically provide customers with professional and useful product information. WHY CHOOSING US ? With a small size and a light weight, the bamboo one-step stool is portable. You can easily carry it from place to place.  The bamboo step stool is tightly fixed by screws and the storage shelf provides a reinforced structure. All necessary accessories are included for assembling the bamboo stool and they have been treated for rust prevention. The size of the small bamboo seat stool is 12.5 x 9.4 x 13.3 inches, and its max load-bearing capacity is 165 lbs. PRODUCT DETAILS:  Material: bamboo Color: natural wood color Size: 12.5 x 9.4 x 13.3 inches (L x W x H) Max load bearing capacity: 165 lbs PACKAGE CONTENTS: 2 x Bamboo Stool",$33.99,"['Home & Kitchen', 'Furniture', ""Kids' Furniture"", 'Step Stools']","['https://m.media-amazon.com/images/I/41Y0vrrtp7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/413KA-eYaCL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51CoLleQTHL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/414Nr0nuUVL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Z-OK+ESNL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51CcOGoSXVL._SS522_.jpg']",PINGEUI,"9.4""D x 12.5""W x 13.3""H",,Bamboo,Brown,6a57c399-4049-557a-8c80-01e97618436f
"Poundex Y1553 Two Piece PU Round Shape Barstool Set, Black Adjustable Bar Stool",Poundex Store,"Reminiscent of a solar ring, this adjustable swivel barstool comes adorned in a faux leather with a silver pole frame and round base. Available in black and white. Features: Finish: Black material: Faux leather chrome base easy assembly and tools are all included specifications: Overall product dimensions: 38 "" h x 20 "" w x 18 "" d overall product weight: 34 lbs. adjustable seat height 24""-30"".",,"['Home & Kitchen', 'Furniture', 'Game & Recreation Room Furniture', 'Home Bar Furniture', 'Barstools']","['https://m.media-amazon.com/images/I/31XVd1lG-zL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31wdevKLZnL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31cgsrzSC2L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31c5tcG4mcL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31DV+ksjBjL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31erU6kYrtL._SS522_.jpg ', ' https://m.media-amazon.com/images/G/01/HIT/ImageBlockDimension/dimensions_SS522_.png']",No,"18""D x 20""W x 38""H",,,Black,d3b554f6-79f8-5da7-b974-e912c6f767fb
"SP-AU-Era Mirror cabinet storage box, cosmetics, lipstick storage rack, bathroom desktop organization box, storage box (blackish green)",SP-AU-Era,"Makeup Display Cases, mirror cabinet storage box, Stacking design ,home bathroom sink, cosmetics lipstick storage rack,Desktop storage box",$15.00,"['Home & Kitchen', 'Furniture', 'Bathroom Furniture', 'Bathroom Sets']","['https://m.media-amazon.com/images/I/61zDAVHDAfL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Rib8p0uML._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61GeHRTveLL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61lZaVUmD9L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61d1GiS0RpL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61hYnhhbdeL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/71rWIAYZu7L._SS522_.jpg']",,7.08 x 3.93 x 4.92 inches,China,PET,blackish green,659158fe-b2ca-5ea7-b5f2-205f74a5e4bc
"Kavonty Storage Chest, Storage Bench, Retro Toy Box Organizer with U-Shaped Cut-Out Pull, 29.5"" L×15.7"" W× 17.7”H, Entryway Storage Bench with 2 Hinges,Supports 300 lb, Easy Assembly, Rustic Brown",Kavonty Store,,$69.99,"['Home & Kitchen', 'Furniture', 'Entryway Furniture', 'Storage Benches']","['https://m.media-amazon.com/images/I/41YpXf+0X2L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51sc+WgW5bL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41KoVOYjdQL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/511BfczGrjL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51SS9YLpbBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51zn-2h+DxL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/5123b4UlxDL._SS522_.jpg']",Kavonty,"15.8""D x 29.5""W x 17.7""H",,,Rustic Brown,69390ebf-5ded-5059-a2e5-bab448cc07e1
"Barkan TV Wall Mount, 32-70 inch Full Motion Articulating - 4 Movement Flat/Curved Screen Bracket, Very Low Profile, Holds up to 88 lbs, Lifetime Limited Warranty, UL Listed, Fits LED OLED LCD",Barkan Store,,$65.64,"['Electronics', 'Television & Video', 'Accessories', 'TV Mounts, Stands & Turntables', 'TV Wall & Ceiling Mounts']","['https://m.media-amazon.com/images/I/41NgcrmTA7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51r-tuxkrjS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51dkTUFAloL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41mMrc7MM9S._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Ey0TlgtXL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51HLkpDz5DS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41k69OoiVFL.SS40_SS522_.jpg']",Barkan,14.02 x 12.48 x 2.17 inches,China,,,9d0cfb85-3c5e-5c77-a880-e1e4e6512d85
"danpinera Side Table Round Metal, Outdoor Side Table Small Sofa End Table Indoor Accent Table Round Metal Coffee Table Waterproof Removable Tray Table for Living Room Bedroom Balcony Office (Green)",danpinera Store,,$35.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'End Tables']","['https://m.media-amazon.com/images/I/41fuboxDT3L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51KYQ4wAgPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31z+4d+WFML._SS522_.jpg ', ' https://m.media-amazon.com/images/I/413kkWvcleL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Iyhcol-oL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51D+APNFXmL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/81GmVwf8p7L.SS125_SS522_.jpg']",,"16.38""D x 16.38""W x 20.28""H",,Iron,Light Green,aed8f17f-e051-52d0-8e8f-7cb29697cb8d
Dscabomlg Foldable Shoe Storage Plastic Vertical Shoe Rack Shoe Organizer for Closet Narrow Shoe Shelf Plastic-B,Dscabomlg,,$12.99,"['Home & Kitchen', 'Storage & Organization', 'Clothing & Closet Storage', 'Shoe Organizers', 'Free Standing Shoe Racks']",['https://m.media-amazon.com/images/I/41bq4r8uj5L._SS522_.jpg'],Dscabomlg-US,"10.5""D x 10.5""W x 12.7""H",,,Grey&white,38587d05-ed7c-54eb-acc2-057cec374f51
"ACCHAR Ergonomic Office Chair, Reclining Mesh Chair, Computer Desk Chair, Swivel Rolling Home Task Chair with Padded Armrests, Adjustable Lumbar Support and Headrest (White)",ACCHAR,,$99.00,"['Home & Kitchen', 'Furniture', 'Home Office Furniture', 'Home Office Chairs', 'Home Office Desk Chairs']","['https://m.media-amazon.com/images/I/413qdlao4pL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51K-IPPufZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41MBZcFFv0L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51ZMqugSFrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51j9GeFKuEL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51A27dJvFJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/71asYHZOHyL.SS125_SS522_.jpg']",Fuyi Furniture,"25.5""D x 25.5""W x 41""H",China,Foam,White,6ef05895-5331-5622-9303-0021258ea3cd
"ODK Small Computer Desk, 27.5 Inch, Compact Tiny Study Desk with Storage and Monitor Stand for Home Office, Small Spaces, Black",ODK Store,,$79.99,"['Home & Kitchen', 'Furniture', 'Home Office Furniture', 'Home Office Desks']","['https://m.media-amazon.com/images/I/41NmfAngKlL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/513Zl8ciOqL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/419lvRaLT2L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51mi0-lncIL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41ST3fmXyPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51VoAOmkNyL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/91uaTOmWfjL.SS125_SS522_.jpg']",,"23.6""D x 27.5""W x 32""H",,Engineered Wood,Black,73032180-9768-5725-bc73-b9e6084cd4f8
"Front Door Mats by ZULINE,Entry and Back Yard Door Mat,Indoor and Outdoor Safe,Slip Resistant Rubber Backing,Absorbent and Waterproof,Dirt Trapping Rugs for Entryway,29.5 x 17 (Brown-Diamond)",ZULINE,,$25.00,"['Patio, Lawn & Garden', 'Outdoor Décor', 'Doormats']","['https://m.media-amazon.com/images/I/51+qRIvl1FL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51duSl1amvL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61pQr2lB-WL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51wVjwHTw9L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Y+erloLBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51BPT9gp7PL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61f8P+iHJQL.SS125_SS522_.jpg']",ZULINE,"29.5""L x 17""W",,Rubber,Brown-diamond,f98b74ee-a08e-5b35-ad56-1be03ec21376
"MyGift Modern Over The Door Towel Rack in Shabby White Washed Solid Wood and 3 Tier Matte Black Metal Bars, Space Saving Bathroom Storage Drying Towels Hanger",MyGift Store,,$34.99,"['Home & Kitchen', 'Bath', 'Bathroom Accessories', 'Towel Holders', 'Towel Racks']","['https://m.media-amazon.com/images/I/515aoZQHoAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51-nob0lGkL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51jSxVGuOJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/614wycW4frL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41BvWvu1wgL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/312tvFjYlhL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31BCzRdbZsL._SS522_.jpg']",MyGift,"17.8""L x 7.7""W x 22.4""H",China,Metal,Whitewashed Wood & Black Metal,6f10619b-71b9-5e48-ba66-a9969b324b25
"WEENFON Storage Cabinet with Doors and Shelves, Floor Storage Cabinet with Drawer, Accent Cabinet for Living Room, Hallway, Kitchen, Gray",WEENFON Store,,$99.99,"['Home & Kitchen', 'Furniture', 'Accent Furniture', 'Storage Cabinets']","['https://m.media-amazon.com/images/I/51F9Edov14L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Ty2Sd3iML._SS522_.jpg ', ' https://m.media-amazon.com/images/I/419gs5FkI2L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41hts11oSzL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51yKrlFlwAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Xc1EaXYrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51MV53M2mnL._SS522_.jpg']",WEENFON,"11.8""D x 29.5""W x 31.6""H",,Engineered Wood,Grey,b660867d-40c5-563a-b5a8-049edea35f1f
"SOOWERY End Tables with Charging Station, Set of 2 Side Tables with USB Ports and Outlets, Nightstands with Storage Shelf for Living Room, Bedroom, Brown",SOOWERY Store,,$79.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'End Tables']","['https://m.media-amazon.com/images/I/41x2Yzpw5aL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51iSzW4QCOL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41uUPceN8wL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41qJWOLlgtL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51xUM6glvmL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51mi8D-q3XL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51SrEsc-JEL._SS522_.jpg']",,"11.8""D x 15.8""W x 21.8""H",,Iron,Brown,285883ae-96db-58ea-946d-806950a7537d
